602,SLEEP,TARGET ABSENT,NO ID,5,NEITHER,62,5,2,5,23,13,18,14,477.142857142857,300,330	
23,AM,TARGET ABSENT,NO ID,5,MODERATE EVENING,67,4,2,2,39,13,38,14,561.428571428572,540,540	
614,SLEEP,TARGET ABSENT,FALSE ID,3,MODERATE MORNING,57,5,2,2,27,11,25,10,518.571428571429,420,480	
616,SLEEP,TARGET ABSENT,FALSE ID,2,NEITHER,25,4,3,5,26,11,22,10,515,590,360	
618,SLEEP,TARGET ABSENT,NO ID,4,MODERATE EVENING,53,6,4,5,17,10,11,10,467.333333333333,418,360	
619,SLEEP,TARGET ABSENT,FALSE ID,6,NEITHER,64,4,2,5,17,16,17,13,452.857142857143,450,360	
620,SLEEP,TARGET ABSENT,NO ID,5,MODERATE EVENING,62,4,4,4,16,15,12,15,484.285714285714,470,420	
622,SLEEP,TARGET ABSENT,NO ID,5,NEITHER,69,4,3,3,27,12,25,10,489.285714285714,520,420	
624,SLEEP,TARGET ABSENT,NO ID,4,NEITHER,58,4,3,5,26,11,16,10,432.857142857143,515,420	
625,SLEEP,TARGET ABSENT,FALSE ID,5,NEITHER,49,3,3,2,27,26,34,14,479.285714285714,470,480	
628,SLEEP,TARGET ABSENT,FALSE ID,5,NEITHER,67,4,3,4,21,10,14,10,514.571428571429,475,360	
630,SLEEP,TARGET ABSENT,FALSE ID,5,MODERATE EVENING,41,9,2,3,37,19,25,15,435.714285714286,340,360	
26,AM,TARGET ABSENT,FALSE ID,5,MODERATE EVENING,37,7,5,2,11,18,22,11,450,420,420	
632,SLEEP,TARGET ABSENT,NO ID,5,NEITHER,54,2,2,3,40,13,35,10,504.285714285714,380,240	
634,SLEEP,TARGET ABSENT,NO ID,5,NEITHER,63,3,2,5,26,13,15,15,433.428571428571,315,420	
636,SLEEP,TARGET ABSENT,NO ID,5,MODERATE EVENING,52,9,6,4,21,15,25,13,409.857142857143,275,300	
640,SLEEP,TARGET ABSENT,NO ID,4,NEITHER,65,7,6,5,21,11,14,15,365,320,300	
642,SLEEP,TARGET ABSENT,NO ID,5,MODERATE EVENING,62,5,2,3,22,13,27,10,492,340,330	
644,SLEEP,TARGET ABSENT,NO ID,4,MODERATE EVENING,32,4,6,6,23,12,18,10,484.285714285714,380,420	
645,SLEEP,TARGET ABSENT,FALSE ID,3,NEITHER,61,10,2,4,25,11,19,12,475,415,390	
646,SLEEP,TARGET ABSENT,FALSE ID,5,NEITHER,75,4,3,3,28,15,26,13,432.142857142857,475,390	
648,SLEEP,TARGET ABSENT,NO ID,6,NEITHER,58,5,1,5,42,12,16,13,480,435,420	
28,AM,TARGET ABSENT,NO ID,3,NEITHER,55,10,4,5,23,12,24,16,427.5,570,570	
650,SLEEP,TARGET ABSENT,FALSE ID,6,MODERATE EVENING,57,5,3,3,40,11,32,10,486.285714285714,598,255	
658,SLEEP,TARGET ABSENT,FALSE ID,3,NEITHER,54,4,4,4,22,11,20,10,510,520,420	
659,SLEEP,TARGET ABSENT,NO ID,4,NEITHER,59,4,3,5,23,10,10,10,502.142857142857,435,480	
662,SLEEP,TARGET ABSENT,NO ID,4,MODERATE EVENING,61,0,3,4,25,12,12,11,459,339,330	
664,SLEEP,TARGET ABSENT,FALSE ID,2,DEFINITE EVENING,43,2,2,3,22,10,14,10,424.571428571429,435,300	
665,SLEEP,TARGET ABSENT,NO ID,7,NEITHER,68,6,2,4,26,12,22,10,465,355,390	
666,SLEEP,TARGET ABSENT,FALSE ID,3,NEITHER,75,4,3,3,29,11,26,13,473.714285714286,442,435	
668,SLEEP,TARGET ABSENT,FALSE ID,2,MODERATE EVENING,70,5,3,6,17,15,10,18,455.714285714286,415,300	
30,AM,TARGET ABSENT,NO ID,5,NEITHER,69,2,3,2,18,10,19,11,432.857142857143,510,510	
670,SLEEP,TARGET ABSENT,NO ID,3,MODERATE EVENING,42,7,3,4,29,19,25,13,488.571428571429,540,480	
674,SLEEP,TARGET ABSENT,NO ID,4,MODERATE EVENING,65,8,3,3,27,22,30,17,337.5,300,420	
676,SLEEP,TARGET ABSENT,NO ID,3,NEITHER,72,4,1,2,38,17,28,18,560.714285714286,595,510	
678,SLEEP,TARGET ABSENT,NO ID,5,NEITHER,61,7,3,2,17,21,17,15,432.142857142857,430,480	
679,SLEEP,TARGET ABSENT,NO ID,6,NEITHER,72,3,2,3,30,10,22,10,522.857142857143,470,480	
682,SLEEP,TARGET ABSENT,FALSE ID,4,MODERATE EVENING,73,3,2,3,23,10,18,10,450,550,240	
684,SLEEP,TARGET ABSENT,NO ID,5,MODERATE EVENING,58,7,2,3,24,14,18,10,398.571428571429,375,300	
686,SLEEP,TARGET ABSENT,FALSE ID,1,MODERATE EVENING,66,9,3,2,25,12,26,10,471.428571428571,270,345	
31,AM,TARGET ABSENT,FALSE ID,3,MODERATE MORNING,6,5,2,3,31,10,23,11,411.428571428572,360,360	
688,SLEEP,TARGET ABSENT,NO ID,5,MODERATE EVENING,69,9,3,4,19,17,21,13,482.142857142857,390,420	
691,SLEEP,TARGET ABSENT,FALSE ID,4,MODERATE EVENING,41,5,3,2,21,11,21,10,522.857142857143,477,420	
728,SLEEP,TARGET ABSENT,NO ID,4,NEITHER,47,7,3,2,21,11,24,10,517.5,430,540	
749,SLEEP,TARGET ABSENT,NO ID,4,MODERATE EVENING,48,3,2,3,38,13,35,13,484.285714285714,465,360	
750,SLEEP,TARGET ABSENT,NO ID,4,NEITHER,59,5,2,3,33,13,24,10,530.428571428571,591,360	
407,WAKE,TARGET ABSENT,FALSE ID,4,NEITHER,71,4,3,2,21,12,23,17,483.75,530,530	
408,WAKE,TARGET ABSENT,FALSE ID,4,NEITHER,56,5,5,3,25,10,32,10,487.5,445,445	
414,WAKE,TARGET ABSENT,NO ID,7,MODERATE EVENING,39,8,3,2,26,11,37,13,385.714285714286,405,405	
416,WAKE,TARGET ABSENT,NO ID,3,NEITHER,70,5,2,4,16,13,13,12,458.571428571429,435,435	
32,AM,TARGET ABSENT,FALSE ID,4,NEITHER,64,3,3,3,18,11,24,14,450.714285714286,360,360	
429,WAKE,TARGET ABSENT,FALSE ID,2,NEITHER,66,5,3,3,25,13,19,12,428.857142857143,420,420	
432,WAKE,TARGET ABSENT,FALSE ID,4,NEITHER,69,4,2,4,35,15,36,16,415.714285714286,445,445	
434,WAKE,TARGET ABSENT,FALSE ID,4,MODERATE EVENING,65,7,3,1,21,14,26,17,381,414,414	
441,WAKE,TARGET ABSENT,NO ID,5,MODERATE MORNING,54,3,3,2,17,12,27,10,487.142857142857,525,525	
444,WAKE,TARGET ABSENT,FALSE ID,5,NEITHER,47,7,3,3,23,18,18,15,380,480,480	
446,WAKE,TARGET ABSENT,FALSE ID,4,NEITHER,39,9,5,3,18,15,22,27,549.857142857143,470,470	
447,WAKE,TARGET ABSENT,FALSE ID,4,MODERATE EVENING,58,6,5,2,14,16,27,13,478.571428571429,520,520	
448,WAKE,TARGET ABSENT,FALSE ID,3,NEITHER,69,4,1,1,39,10,27,10,484.285714285714,445,445	
451,WAKE,TARGET ABSENT,NO ID,5,NEITHER,64,5,2,2,25,12,19,16,517.571428571429,512,512	
452,WAKE,TARGET ABSENT,FALSE ID,6,NEITHER,63,6,5,4,17,14,25,14,368.75,435,435	
34,AM,TARGET ABSENT,NO ID,4,NEITHER,66,13,4,1,21,27,28,20,447.857142857143,435,435	
454,WAKE,TARGET ABSENT,FALSE ID,3,NEITHER,65,4,5,2,15,11,18,10,487.142857142857,480,480	
458,WAKE,TARGET ABSENT,FALSE ID,3,NEITHER,35,6,1,2,25,13,34,13,467.857142857143,450,450	
462,WAKE,TARGET ABSENT,NO ID,6,NEITHER,48,4,2,2,29,16,40,18,504.285714285714,435,435	
466,WAKE,TARGET ABSENT,FALSE ID,5,NEITHER,55,3,3,4,26,15,22,15,480.714285714286,480,480	
467,WAKE,TARGET ABSENT,NO ID,6,MODERATE EVENING,56,3,3,3,18,10,32,13,498.75,565,565	
468,WAKE,TARGET ABSENT,NO ID,5,NEITHER,62,6,4,6,20,19,19,11,446,340,340	
474,WAKE,TARGET ABSENT,NO ID,4,NEITHER,53,6,2,1,20,11,35,12,445.714285714286,480,480	
478,WAKE,TARGET ABSENT,FALSE ID,2,MODERATE EVENING,68,7,2,1,22,17,24,13,402.142857142857,330,330	
480,WAKE,TARGET ABSENT,FALSE ID,2,MODERATE EVENING,60,4,3,1,16,10,16,10,505.714285714286,530,530	
484,WAKE,TARGET ABSENT,FALSE ID,4,NEITHER,69,7,2,3,18,18,16,22,360,340,340	
38,AM,TARGET ABSENT,NO ID,4,NEITHER,64,5,3,2,33,12,29,11,467.142857142857,420,420	
486,WAKE,TARGET ABSENT,FALSE ID,2,NEITHER,71,4,3,3,18,11,31,12,498.714285714286,420,420	
494,WAKE,TARGET ABSENT,FALSE ID,5,MODERATE MORNING,57,5,5,3,10,21,18,16,415.714285714286,350,350	
497,WAKE,TARGET ABSENT,FALSE ID,2,NEITHER,32,4,3,3,22,12,21,12,548.857142857143,545,545	
502,WAKE,TARGET ABSENT,FALSE ID,3,NEITHER,47,4,3,2,26,11,30,10,479.714285714286,375,375	
508,WAKE,TARGET ABSENT,FALSE ID,6,NEITHER,63,4,3,1,24,13,24,16,554.75,560,560	
513,WAKE,TARGET ABSENT,NO ID,5,NEITHER,52,4,3,2,33,12,36,14,508.571428571429,430,430	
517,WAKE,TARGET ABSENT,FALSE ID,4,MODERATE EVENING,43,10,3,3,18,22,22,24,515.714285714286,495,495	
520,WAKE,TARGET ABSENT,FALSE ID,5,MODERATE EVENING,68,5,3,1,33,12,39,12,451.428571428571,420,420	
522,WAKE,TARGET ABSENT,FALSE ID,3,NEITHER,51,5,3,5,19,12,22,12,485.75,410,410	
40,AM,TARGET ABSENT,NO ID,4,NEITHER,28,6,4,3,10,11,21,12,460,480,480	
525,WAKE,TARGET ABSENT,FALSE ID,4,DEFINITE EVENING,72,5,3,1,24,10,31,10,439.285714285714,300,300	
526,WAKE,TARGET ABSENT,FALSE ID,3,MODERATE EVENING,72,5,2,2,29,10,24,10,416.428571428571,325,325	
528,WAKE,TARGET ABSENT,NO ID,6,NEITHER,73,3,1,2,35,15,30,21,422.333333333333,350,350	
532,WAKE,TARGET ABSENT,FALSE ID,4,NEITHER,25,10,2,1,22,22,25,18,462.857142857143,345,345	
533,WAKE,TARGET ABSENT,FALSE ID,4,MODERATE EVENING,67,6,3,2,24,13,21,12,487.142857142857,435,435	
537,WAKE,TARGET ABSENT,NO ID,5,NEITHER,57,5,4,2,17,15,25,12,447.857142857143,375,375	
539,WAKE,TARGET ABSENT,NO ID,5,MODERATE MORNING,50,5,3,2,32,14,34,13,477.142857142857,590,590	
540,WAKE,TARGET ABSENT,NO ID,4,MODERATE EVENING,61,3,3,5,16,14,13,10,447.857142857143,261,261	
44,AM,TARGET ABSENT,FALSE ID,5,MODERATE EVENING,65,8,3,4,12,10,15,13,465,400,400	
550,WAKE,TARGET ABSENT,FALSE ID,3,NEITHER,49,11,3,1,18,11,28,10,395.75,385,385	
568,WAKE,TARGET ABSENT,NO ID,2,MODERATE EVENING,50,6,4,2,19,18,42,14,450,340,340	
572,WAKE,TARGET ABSENT,FALSE ID,5,NEITHER,54,8,3,5,42,13,40,11,381.428571428571,375,375	
574,WAKE,TARGET ABSENT,NO ID,5,MODERATE EVENING,54,4,3,2,22,10,25,10,528.75,510,510	
585,WAKE,TARGET ABSENT,NO ID,2,NEITHER,61,9,3,2,17,14,17,10,410.714285714286,270,270	
807,WAKE,TARGET ABSENT,FALSE ID,2,NEITHER,58,7,3,4,29,11,25,16,472.142857142857,390,390	
815,WAKE,TARGET ABSENT,NO ID,2,NEITHER,65,8,3,3,27,10,21,10,428.571428571429,390,390	
833,WAKE,TARGET ABSENT,FALSE ID,4,NEITHER,63,5,3,2,30,15,28,15,544.285714285714,580,580	
839,WAKE,TARGET ABSENT,FALSE ID,4,MODERATE EVENING,71,7,2,3,22,16,20,22,410,390,390	
45,AM,TARGET ABSENT,NO ID,7,MODERATE EVENING,43,5,3,3,22,11,19,10,518.571428571429,570,570	
849,WAKE,TARGET ABSENT,NO ID,5,NEITHER,54,1,3,1,37,10,37,11,460.714285714286,345,345	
857,WAKE,TARGET ABSENT,FALSE ID,3,NEITHER,60,6,4,3,34,11,35,13,507.142857142857,330,330	
859,WAKE,TARGET ABSENT,FALSE ID,4,MODERATE EVENING,47,5,3,3,16,14,14,10,431.428571428571,450,450	
5,AM,TARGET PRESENT,CORRECT ID,5,MODERATE EVENING,63,7,5,4,15,11,20,15,408.75,540,540	
7,AM,TARGET PRESENT,CORRECT ID,5,MODERATE MORNING,68,4,2,3,42,15,39,14,390,360,360	
9,AM,TARGET PRESENT,NO ID,5,NEITHER,54,4,2,3,26,10,27,10,502.571428571429,510,510	
11,AM,TARGET PRESENT,FALSE ID,4,MODERATE EVENING,39,5,2,3,19,10,21,12,401.25,300,300	
15,AM,TARGET PRESENT,NO ID,3,DEFINITE EVENING,61,6,2,2,30,11,31,11,432.857142857143,600,600	
17,AM,TARGET PRESENT,CORRECT ID,6,NEITHER,74,12,2,3,18,10,25,10,407.857142857143,330,330	
21,AM,TARGET PRESENT,CORRECT ID,5,NEITHER,29,9,4,4,22,15,19,10,505.714285714286,660,660	
46,AM,TARGET ABSENT,FALSE ID,4,NEITHER,47,6,2,3,27,10,30,10,437.142857142857,360,360	
25,AM,TARGET PRESENT,CORRECT ID,6,NEITHER,54,2,2,3,31,10,31,12,469.285714285714,480,480	
27,AM,TARGET PRESENT,NO ID,6,MODERATE MORNING,71,2,2,2,30,13,27,14,454.285714285714,390,390	
29,AM,TARGET PRESENT,CORRECT ID,4,NEITHER,63,5,3,3,20,10,21,10,535,550,550	
33,AM,TARGET PRESENT,CORRECT ID,6,NEITHER,70,7,3,1,21,11,28,12,424.285714285714,480,480	
35,AM,TARGET PRESENT,FALSE ID,6,NEITHER,68,2,2,3,31,10,21,12,475.714285714286,480,480	
37,AM,TARGET PRESENT,CORRECT ID,3,NEITHER,65,6,3,4,13,13,12,12,397.142857142857,420,420	
39,AM,TARGET PRESENT,CORRECT ID,5,NEITHER,66,4,2,3,18,16,20,16,520,450,450	
41,AM,TARGET PRESENT,NO ID,4,NEITHER,73,7,2,3,45,11,36,15,382.428571428571,240,240	
43,AM,TARGET PRESENT,NO ID,5,NEITHER,54,5,3,3,12,10,26,10,475.714285714286,540,540	
51,AM,TARGET PRESENT,NO ID,4,NEITHER,51,6,2,3,32,10,32,10,378.571428571429,460,460	
53,AM,TARGET PRESENT,CORRECT ID,5,NEITHER,50,6,5,3,14,14,22,14,462.857142857143,510,510	
47,AM,TARGET ABSENT,NO ID,6,NEITHER,75,4,3,5,12,13,12,12,411.428571428572,415,415	
55,AM,TARGET PRESENT,CORRECT ID,5,NEITHER,48,5,3,3,14,10,14,11,462.857142857143,600,600	
59,AM,TARGET PRESENT,CORRECT ID,4,MODERATE MORNING,71,1,1,1,50,10,47,10,501.428571428571,600,600	
61,AM,TARGET PRESENT,CORRECT ID,5,NEITHER,70,4,2,2,29,10,32,10,505.714285714286,540,540	
63,AM,TARGET PRESENT,CORRECT ID,5,MODERATE MORNING,60,1,3,3,32,10,28,10,427.857142857143,275,275	
67,AM,TARGET PRESENT,FALSE ID,2,MODERATE EVENING,50,9,3,6,15,18,22,15,431.428571428571,330,330	
69,AM,TARGET PRESENT,CORRECT ID,5,NEITHER,64,5,2,5,20,11,14,10,445,565,565	
71,AM,TARGET PRESENT,FALSE ID,4,MODERATE EVENING,70,7,2,3,33,12,32,13,458.571428571429,510,510	
75,AM,TARGET PRESENT,CORRECT ID,6,DEFINITE EVENING,58,3,3,3,32,10,30,12,504.857142857143,480,480	
79,AM,TARGET PRESENT,CORRECT ID,7,NEITHER,71,9,3,3,20,14,26,14,462.857142857143,480,480	
52,AM,TARGET ABSENT,FALSE ID,3,MODERATE EVENING,69,5,2,3,16,11,22,10,521.428571428571,600,600	
81,AM,TARGET PRESENT,NO ID,5,NEITHER,51,2,2,3,35,12,34,13,531.428571428571,660,660	
85,AM,TARGET PRESENT,CORRECT ID,5,MODERATE EVENING,52,4,3,2,24,15,31,12,437.142857142857,540,540	
88,AM,TARGET PRESENT,CORRECT ID,6,NEITHER,49,6,5,5,10,11,12,14,471.428571428571,450,450	
90,AM,TARGET PRESENT,CORRECT ID,3,NEITHER,62,6,3,3,26,11,29,12,415,440,440	
95,AM,TARGET PRESENT,NO ID,4,NEITHER,52,5,4,3,15,14,23,12,465,420,420	
97,AM,TARGET PRESENT,CORRECT ID,5,NEITHER,42,11,3,3,15,18,22,14,424.285714285714,420,420	
99,AM,TARGET PRESENT,CORRECT ID,6,MODERATE EVENING,67,3,2,2,25,12,20,12,445.714285714286,450,450	
101,AM,TARGET PRESENT,NO ID,2,NEITHER,55,4,5,2,14,12,14,11,514.285714285714,540,540	
105,AM,TARGET PRESENT,CORRECT ID,6,NEITHER,69,3,2,2,35,10,36,10,486.428571428572,540,540	
107,AM,TARGET PRESENT,NO ID,7,NEITHER,55,7,2,2,21,13,19,13,496.25,540,540	
109,AM,TARGET PRESENT,CORRECT ID,5,NEITHER,57,3,2,1,23,11,23,13,505,485,485	
54,AM,TARGET ABSENT,NO ID,2,NEITHER,74,3,2,3,27,15,27,17,504.285714285714,510,510	
113,AM,TARGET PRESENT,CORRECT ID,3,NEITHER,73,6,3,2,24,10,21,12,484.285714285714,480,480	
115,AM,TARGET PRESENT,CORRECT ID,6,MODERATE EVENING,63,7,3,2,18,15,23,14,378,310,310	
119,AM,TARGET PRESENT,CORRECT ID,6,NEITHER,68,7,4,4,28,12,25,10,516.428571428571,540,540	
123,AM,TARGET PRESENT,CORRECT ID,4,MODERATE EVENING,62,6,6,6,17,21,12,16,480,540,540	
125,AM,TARGET PRESENT,CORRECT ID,7,NEITHER,60,6,3,3,25,11,25,11,520.714285714286,590,590	
127,AM,TARGET PRESENT,CORRECT ID,3,MODERATE MORNING,68,7,2,2,30,17,27,18,412.857142857143,510,510	
129,AM,TARGET PRESENT,CORRECT ID,3,MODERATE EVENING,57,5,5,3,28,14,24,12,441.428571428571,300,300	
131,AM,TARGET PRESENT,FALSE ID,2,NEITHER,58,5,3,3,25,14,17,12,530,390,390	
133,AM,TARGET PRESENT,FALSE ID,6,NEITHER,63,3,1,1,48,10,48,10,457.142857142857,520,520	
56,AM,TARGET ABSENT,NO ID,7,MODERATE MORNING,66,4,1,1,38,10,39,10,582.857142857143,630,630	
139,AM,TARGET PRESENT,NO ID,3,MODERATE EVENING,61,10,3,4,21,12,24,12,497.142857142857,450,450	
141,AM,TARGET PRESENT,CORRECT ID,5,MODERATE EVENING,61,7,3,2,27,10,16,10,488.571428571429,510,510	
143,AM,TARGET PRESENT,CORRECT ID,5,MODERATE EVENING,58,4,2,2,31,11,30,10,527.142857142857,600,600	
147,AM,TARGET PRESENT,CORRECT ID,4,DEFINITE MORNING,24,4,2,2,35,14,30,14,439.285714285714,390,390	
203,PM,TARGET PRESENT,CORRECT ID,5,NEITHER,59,3,3,3,11,10,16,12,465,360,360	
205,PM,TARGET PRESENT,FALSE ID,3,NEITHER,60,6,2,3,28,18,24,16,440,480,480	
207,PM,TARGET PRESENT,CORRECT ID,4,NEITHER,67,3,4,3,14,12,20,13,468.571428571429,495,495	
209,PM,TARGET PRESENT,NO ID,5,MODERATE EVENING,60,4,4,2,21,22,29,19,540,480,480	
211,PM,TARGET PRESENT,NO ID,4,NEITHER,44,3,5,3,16,10,35,12,495,570,570	
213,PM,TARGET PRESENT,CORRECT ID,7,MODERATE MORNING,63,3,2,1,36,16,38,16,495,540,540	
217,PM,TARGET PRESENT,CORRECT ID,7,NEITHER,48,5,5,2,28,10,29,10,578.571428571429,480,480	
57,AM,TARGET ABSENT,NO ID,6,NEITHER,58,5,2,3,38,13,37,15,460,340,340	
219,PM,TARGET PRESENT,CORRECT ID,5,NEITHER,60,2,4,1,37,13,36,16,480,540,540	
221,PM,TARGET PRESENT,CORRECT ID,6,NEITHER,70,3,3,1,29,18,32,13,518.571428571429,480,480	
225,PM,TARGET PRESENT,NO ID,6,NEITHER,65,5,3,3,20,13,24,13,458.571428571429,390,390	
227,PM,TARGET PRESENT,NO ID,4,MODERATE EVENING,74,5,4,4,28,13,24,15,489.285714285714,595,595	
229,PM,TARGET PRESENT,CORRECT ID,6,NEITHER,66,4,1,2,40,14,38,13,582.857142857143,600,600	
231,PM,TARGET PRESENT,FALSE ID,4,NEITHER,63,7,3,2,22,16,31,17,452.142857142857,585,585	
233,PM,TARGET PRESENT,CORRECT ID,7,NEITHER,4,5,2,2,14,16,19,10,570,585,585	
235,PM,TARGET PRESENT,CORRECT ID,4,MODERATE EVENING,53,6,3,3,21,18,24,15,464.285714285714,540,540	
60,AM,TARGET ABSENT,FALSE ID,4,NEITHER,63,2,2,2,32,10,29,14,484.285714285714,480,480	
237,PM,TARGET PRESENT,CORRECT ID,4,NEITHER,65,11,5,5,11,18,16,16,366.428571428571,300,300	
239,PM,TARGET PRESENT,CORRECT ID,3,NEITHER,29,10,2,3,21,14,24,17,383.571428571429,360,360	
241,PM,TARGET PRESENT,CORRECT ID,5,DEFINITE EVENING,31,10,3,4,21,27,14,26,562.857142857143,510,510	
243,PM,TARGET PRESENT,CORRECT ID,5,NEITHER,8,5,5,3,14,16,23,12,402.857142857143,450,450	
245,PM,TARGET PRESENT,CORRECT ID,6,NEITHER,50,2,3,2,14,10,23,10,540.714285714286,480,480	
249,PM,TARGET PRESENT,CORRECT ID,5,NEITHER,56,9,3,3,28,28,28,23,505.714285714286,540,540	
251,PM,TARGET PRESENT,CORRECT ID,6,NEITHER,54,8,5,5,29,19,31,18,437.142857142857,480,480	
253,PM,TARGET PRESENT,NO ID,5,NEITHER,60,1,1,1,25,12,26,12,481.428571428571,540,540	
255,PM,TARGET PRESENT,FALSE ID,5,MODERATE EVENING,62,11,5,3,12,13,19,12,441.428571428571,330,330	
62,AM,TARGET ABSENT,NO ID,6,NEITHER,50,2,2,3,16,17,17,12,518.571428571429,540,540	
257,PM,TARGET PRESENT,FALSE ID,3,NEITHER,58,2,3,2,15,13,23,13,462.142857142857,510,510	
259,PM,TARGET PRESENT,NO ID,2,NEITHER,45,17,4,5,13,11,17,14,471.428571428571,390,390	
261,PM,TARGET PRESENT,NO ID,5,MODERATE EVENING,57,8,2,4,22,27,19,38,520.714285714286,660,660	
265,PM,TARGET PRESENT,CORRECT ID,7,NEITHER,40,8,2,2,20,11,24,14,445,435,435	
267,PM,TARGET PRESENT,CORRECT ID,5,NEITHER,62,8,1,1,45,11,30,12,497.142857142857,495,495	
269,PM,TARGET PRESENT,CORRECT ID,1,NEITHER,52,6,2,2,27,12,29,13,550,570,570	
271,PM,TARGET PRESENT,CORRECT ID,5,NEITHER,60,3,3,3,20,15,25,15,515,600,600	
273,PM,TARGET PRESENT,FALSE ID,1,NEITHER,49,6,2,2,32,13,36,13,516,480,480	
275,PM,TARGET PRESENT,CORRECT ID,3,NEITHER,54,6,3,3,12,12,17,12,426.428571428571,390,390	
277,PM,TARGET PRESENT,NO ID,7,NEITHER,55,8,5,4,22,11,25,11,419,352,352	
65,AM,TARGET ABSENT,FALSE ID,4,MODERATE EVENING,67,7,3,4,11,10,11,11,487.5,540,540	
279,PM,TARGET PRESENT,CORRECT ID,7,MODERATE EVENING,53,8,4,5,28,23,26,23,518.571428571429,420,420	
281,PM,TARGET PRESENT,CORRECT ID,7,MODERATE EVENING,16,0,2,2,16,10,18,10,496.428571428571,570,570	
283,PM,TARGET PRESENT,CORRECT ID,5,MODERATE EVENING,64,7,2,3,29,11,27,10,398.571428571429,450,450	
285,PM,TARGET PRESENT,CORRECT ID,5,NEITHER,65,4,4,3,39,10,33,10,375.714285714286,360,360	
287,PM,TARGET PRESENT,CORRECT ID,5,NEITHER,58,4,2,3,23,14,31,15,509.285714285714,540,540	
291,PM,TARGET PRESENT,CORRECT ID,5,NEITHER,50,11,2,2,30,12,31,15,527.142857142857,570,570	
293,PM,TARGET PRESENT,NO ID,7,NEITHER,48,4,2,2,22,10,22,10,485,450,450	
295,PM,TARGET PRESENT,CORRECT ID,5,NEITHER,33,10,3,2,15,15,16,11,421.428571428571,360,360	
297,PM,TARGET PRESENT,FALSE ID,4,DEFINITE EVENING,68,10,3,2,26,23,39,16,540,600,600	
66,AM,TARGET ABSENT,NO ID,4,NEITHER,46,10,3,3,23,12,16,11,368.571428571429,480,480	
301,PM,TARGET PRESENT,CORRECT ID,4,NEITHER,56,7,2,1,35,13,38,12,417.857142857143,375,375	
303,PM,TARGET PRESENT,CORRECT ID,3,NEITHER,51,3,3,4,16,14,12,12,520.714285714286,540,540	
305,PM,TARGET PRESENT,FALSE ID,4,NEITHER,38,11,6,6,31,22,20,19,477.857142857143,330,330	
